season,league,club,window,movement,player_name,player_id,age,nationality,position,pos,market_value,dealing_club,dealing_country,fee,is_loan
2016,Premier League,Stoke City,summer,out,Marc Wilson,30456,28,Ireland,Centre-Back,CB,3000000.0,AFC Bournemouth,England,2300000.0,0
2016,Premier League,Stoke City,summer,out,Philipp Wollscheid,53173,27,Germany,Centre-Back,CB,7500000.0,VfL Wolfsburg,Germany,1500000.0,1
2016,Premier League,Stoke City,summer,out,Steve Sidwell,13427,33,England,Central Midfield,CM,1000000.0,Brighton & Hove Albion,England,0.0,0
2016,Premier League,Stoke City,summer,out,George Waring,242417,21,England,Centre-Forward,CF,250000.0,Shrewsbury Town,England,0.0,1
2016,Premier League,Stoke City,summer,out,Joselu,81999,26,Spain,Centre-Forward,CF,6000000.0,Deportivo de La Coruña,Spain,0.0,1
2016,Premier League,Stoke City,summer,out,Peter Odemwingie,12516,34,Nigeria,Centre-Forward,CF,1500000.0,Without Club,,,0
2016,Premier League,Stoke City,summer,out,Wilfried Bony,81808,28,Cote d'Ivoire,Centre-Forward,CF,18000000.0,Manchester City,England,0.0,1
2016,Premier League,Stoke City,winter,out,Dionatan Teixeira,107617,25,Slovakia,Centre-Back,CB,500000.0,FC Sheriff Tiraspol,Moldova,0.0,0
2016,Premier League,Stoke City,winter,out,George Waring,242417,22,England,Centre-Forward,CF,250000.0,Carlisle United,England,0.0,1
2016,Premier League,Stoke City,winter,out,Jakob Haugaard,138335,24,Denmark,Goalkeeper,GK,1000000.0,Wigan Athletic,England,0.0,1
2016,Premier League,Stoke City,winter,out,Ryan Sweeney,347666,19,Ireland,Centre-Back,CB,250000.0,Bristol Rovers,England,0.0,1
2016,Premier League,Stoke City,winter,out,Bojan Krkic,44675,26,Spain,Second Striker,SS,10000000.0,1.FSV Mainz 05,Germany,0.0,1
2016,Premier League,Stoke City,winter,out,Lee Grant,13460,33,England,Goalkeeper,GK,500000.0,Derby County,England,0.0,1
2016,Premier League,Sunderland AFC,summer,in,Didier Ndong,210081,22,Gabon,Defensive Midfield,DM,5000000.0,FC Lorient,France,20000000.0,0
2016,Premier League,Sunderland AFC,summer,in,Papy Djilobodji,136610,27,Senegal,Centre-Back,CB,4500000.0,Chelsea FC,England,9500000.0,0
2016,Premier League,Sunderland AFC,summer,in,Paddy McNair,167268,21,Northern Ireland,Centre-Back,CB,4000000.0,Manchester United,England,5250000.0,0
2016,Premier League,Sunderland AFC,summer,in,Mika,138285,25,Portugal,Goalkeeper,GK,2000000.0,Boavista FC,Portugal,1500000.0,0
2016,Premier League,Sunderland AFC,summer,in,Donald Love,179451,21,Scotland,Right-Back,RB,,Manchester United U23,England,1150000.0,0
2016,Premier League,Sunderland AFC,summer,in,Steven Pienaar,4321,34,South Africa,Left Midfield,LM,1500000.0,Everton FC,England,0.0,0
2016,Premier League,Sunderland AFC,summer,in,Adnan Januzaj,177847,21,Belgium,Right Winger,RW,7000000.0,Manchester United,England,0.0,1
2016,Premier League,Sunderland AFC,summer,in,Javier Manquillo,162029,22,Spain,Right-Back,RB,5000000.0,Atlético de Madrid,Spain,0.0,1
2016,Premier League,Sunderland AFC,summer,in,Jason Denayer,277114,21,Belgium,Centre-Back,CB,4000000.0,Manchester City,England,0.0,1
2016,Premier League,Sunderland AFC,summer,in,Victor Anichebe,39532,28,Nigeria,Centre-Forward,CF,2000000.0,Without Club,,,0
2016,Premier League,Sunderland AFC,winter,in,Darron Gibson,42413,29,Ireland,Central Midfield,CM,1500000.0,Everton FC,England,2500000.0,0
2016,Premier League,Sunderland AFC,winter,in,Bryan Oviedo,124983,26,Costa Rica,Left-Back,LB,3000000.0,Everton FC,England,2000000.0,0
2016,Premier League,Sunderland AFC,winter,in,Sam Brotherton,345364,20,New Zealand,Centre-Back,CB,200000.0,Wisconsin Badgers (University of Wisconsin),United States,0.0,0
2016,Premier League,Sunderland AFC,winter,in,Joleon Lescott,4241,34,England,Centre-Back,CB,1000000.0,Without Club,,,0
2016,Premier League,Sunderland AFC,summer,out,Younès Kaboul,27114,30,France,Centre-Back,CB,2500000.0,Watford FC,England,4000000.0,0
2016,Premier League,Sunderland AFC,summer,out,Emanuele Giaccherini,84835,31,Italy,Left Midfield,LM,4000000.0,SSC Napoli,Italy,1500000.0,0
2016,Premier League,Sunderland AFC,summer,out,Liam Bridcutt,40612,27,Scotland,Defensive Midfield,DM,2500000.0,Leeds United,England,1150000.0,0
2016,Premier League,Sunderland AFC,summer,out,Jeremain Lens,38497,28,Netherlands,Right Winger,RW,11000000.0,Fenerbahce,Türkiye,1000000.0,1
2016,Premier League,Sunderland AFC,summer,out,Santiago Vergini,94783,27,Argentina,Centre-Back,CB,2500000.0,CA Boca Juniors,Argentina,900000.0,0
2016,Premier League,Sunderland AFC,summer,out,Jordi Gómez,39010,31,Spain,Central Midfield,CM,2000000.0,Wigan Athletic,England,0.0,0
2016,Premier League,Sunderland AFC,summer,out,Steven Fletcher,35099,29,Scotland,Centre-Forward,CF,3000000.0,Sheffield Wednesday,England,0.0,0
2016,Premier League,Sunderland AFC,summer,out,Danny Graham,29152,30,England,Centre-Forward,CF,1500000.0,Blackburn Rovers,England,0.0,0
2016,Premier League,Sunderland AFC,summer,out,Valentin Roberge,87422,29,Cyprus,Centre-Back,CB,1500000.0,Apollon Limassol,Cyprus,0.0,0
2016,Premier League,Sunderland AFC,summer,out,Mikael Mandron,218144,21,France,Centre-Forward,CF,,Eastleigh FC,England,0.0,0
2016,Premier League,Sunderland AFC,summer,out,Will Buckley,77329,26,England,Right Winger,RW,2500000.0,Sheffield Wednesday,England,0.0,1
2016,Premier League,Sunderland AFC,summer,out,Adam Matthews,108878,24,Wales,Right-Back,RB,2500000.0,Bristol City,England,0.0,1
2016,Premier League,Sunderland AFC,summer,out,Wes Brown,3405,36,England,Centre-Back,CB,500000.0,Without Club,,,0
2016,Premier League,Sunderland AFC,summer,out,Steve Harper,3562,41,England,Goalkeeper,GK,250000.0,Retired,,,0
2016,Premier League,Sunderland AFC,summer,out,Charalampos Mavrias,136647,22,Greece,Right-Back,RB,750000.0,Without Club,,,0
2016,Premier League,Sunderland AFC,summer,out,Yann M'Vila,60573,26,France,Defensive Midfield,DM,7000000.0,Rubin Kazan,Russia,0.0,1
2016,Premier League,Sunderland AFC,summer,out,Jason Denayer,277114,21,Belgium,Centre-Back,CB,4000000.0,Manchester City,England,0.0,1
2016,Premier League,Sunderland AFC,summer,out,Ola Toivonen,36500,29,Sweden,Centre-Forward,CF,3000000.0,Stade Rennais FC,France,0.0,1
2016,Premier League,Sunderland AFC,summer,out,Dame N'Doye,44855,31,Senegal,Centre-Forward,CF,4000000.0,Trabzonspor,Türkiye,0.0,1
2016,Premier League,Sunderland AFC,summer,out,Adnan Januzaj,177847,22,Belgium,Right Winger,RW,7000000.0,Manchester United,England,0.0,1
2016,Premier League,Sunderland AFC,winter,out,Patrick van Aanholt,52119,26,Netherlands,Left-Back,LB,6000000.0,Crystal Palace,England,10500000.0,0
2016,Premier League,Sunderland AFC,winter,out,Sebastián Coates,102427,26,Uruguay,Centre-Back,CB,6000000.0,Sporting CP,Portugal,4720000.0,0
2016,Premier League,Sunderland AFC,winter,out,Tommy Robson,257968,21,England,Left-Back,LB,,Limerick FC (- 2019),Ireland,0.0,1
2016,Premier League,Swansea City,summer,in,Borja Bastón,85324,23,Spain,Centre-Forward,CF,5000000.0,Atlético de Madrid,Spain,18000000.0,0
2016,Premier League,Swansea City,summer,in,Alfie Mawson,287431,22,England,Centre-Back,CB,300000.0,Barnsley FC,England,5900000.0,0
2016,Premier League,Swansea City,summer,in,Fernando Llorente,35564,31,Spain,Centre-Forward,CF,6000000.0,Sevilla FC,Spain,5900000.0,0
2016,Premier League,Swansea City,summer,in,Leroy Fer,63342,26,Netherlands,Defensive Midfield,DM,8500000.0,Queens Park Rangers,England,5600000.0,0
2016,Premier League,Swansea City,summer,in,Mike van der Hoorn,187105,23,Netherlands,Centre-Back,CB,2000000.0,Ajax Amsterdam,Netherlands,2500000.0,0
2016,Premier League,Swansea City,summer,in,Mark Birighitti,80702,25,Australia,Goalkeeper,GK,250000.0,Newcastle United Jets,Australia,0.0,0
2016,Premier League,Swansea City,winter,in,Jordan Ayew,108354,25,Ghana,Centre-Forward,CF,7500000.0,Aston Villa,England,5800000.0,0
2016,Premier League,Swansea City,winter,in,Tom Carroll,121279,24,England,Central Midfield,CM,5000000.0,Tottenham Hotspur,England,5200000.0,0
2016,Premier League,Swansea City,winter,in,Luciano Narsingh,72462,26,Netherlands,Right Winger,RW,5000000.0,PSV Eindhoven,Netherlands,4600000.0,0
2016,Premier League,Swansea City,winter,in,Martin Olsson,38073,28,Sweden,Left-Back,LB,3500000.0,Norwich City,England,4600000.0,0
2016,Premier League,Swansea City,summer,out,André Ayew,45403,26,Ghana,Centre-Forward,CF,18000000.0,West Ham United,England,24100000.0,0
2016,Premier League,Swansea City,summer,out,Ashley Williams,67355,31,Wales,Centre-Back,CB,8000000.0,Everton FC,England,14000000.0,0
2016,Premier League,Swansea City,summer,out,Alberto Paloschi,68306,26,Italy,Centre-Forward,CF,6000000.0,Atalanta BC,Italy,6700000.0,0
2016,Premier League,Swansea City,summer,out,Éder,84481,28,Portugal,Centre-Forward,CF,5000000.0,LOSC Lille,France,4500000.0,0
2016,Premier League,Swansea City,summer,out,Lee Lucas,143851,24,Wales,Central Midfield,CM,,Motherwell FC,Scotland,0.0,0
2016,Premier League,Swansea City,summer,out,Liam Shephard,197910,21,Wales,Right-Back,RB,,Yeovil Town,England,0.0,1
2016,Premier League,Swansea City,summer,out,Marvin Emnes,37787,28,Netherlands,Centre-Forward,CF,1000000.0,Blackburn Rovers,England,0.0,1
2016,Premier League,Swansea City,summer,out,Franck Tabanou,66413,27,France,Left-Back,LB,3500000.0,Granada CF,Spain,0.0,1
2016,Premier League,Swansea City,summer,out,Kenji Gorré,374889,21,Curacao,Left Winger,LW,100000.0,Northampton Town,England,0.0,1
2016,Premier League,Swansea City,summer,out,Adam King,169566,20,Scotland,Central Midfield,CM,100000.0,Southend United,England,0.0,1
2016,Premier League,Swansea City,summer,out,Bafétimbi Gomis,22388,30,France,Centre-Forward,CF,8000000.0,Olympique Marseille,France,0.0,1
2016,Premier League,Swansea City,summer,out,Matt Grimes,265471,20,England,Defensive Midfield,DM,2000000.0,Leeds United,England,0.0,1
2016,Premier League,Swansea City,summer,out,Kyle Bartley,67421,25,England,Centre-Back,CB,1000000.0,Leeds United,England,0.0,1
2016,Premier League,Swansea City,summer,out,Daniel Alfei,130216,24,Wales,Right-Back,RB,,Without Club,,,0
2016,Premier League,Swansea City,winter,out,Marvin Emnes,37787,28,Netherlands,Centre-Forward,CF,1000000.0,Blackburn Rovers,England,0.0,1
2016,Premier League,Swansea City,winter,out,Neil Taylor,67416,27,Wales,Left-Back,LB,6000000.0,Aston Villa,England,,0
2016,Premier League,Swansea City,winter,out,Modou Barrow,189070,24,The Gambia,Left Winger,LW,3000000.0,Leeds United,England,0.0,1
2016,Premier League,Tottenham Hotspur,summer,in,Moussa Sissoko,46001,27,France,Central Midfield,CM,13000000.0,Newcastle United,England,35000000.0,0
2016,Premier League,Tottenham Hotspur,summer,in,Vincent Janssen,207015,22,Netherlands,Centre-Forward,CF,6000000.0,AZ Alkmaar,Netherlands,22000000.0,0
2016,Premier League,Tottenham Hotspur,summer,in,Victor Wanyama,77760,25,Kenya,Defensive Midfield,DM,15000000.0,Southampton FC,England,14400000.0,0
2016,Premier League,Tottenham Hotspur,summer,in,Georges-Kevin N'Koudou,215679,21,Cameroon,Left Winger,LW,7000000.0,Olympique Marseille,France,11000000.0,0
2016,Premier League,Tottenham Hotspur,summer,in,Pau López,286415,21,Spain,Goalkeeper,GK,1500000.0,RCD Espanyol Barcelona,Spain,1100000.0,1
2016,Premier League,Tottenham Hotspur,summer,out,Ryan Mason,61834,25,England,Central Midfield,CM,7500000.0,Hull City,England,15400000.0,0
2016,Premier League,Tottenham Hotspur,summer,out,Nacer Chadli,59631,27,Belgium,Left Winger,LW,13000000.0,West Bromwich Albion,England,15200000.0,0
2016,Premier League,Tottenham Hotspur,summer,out,Alex Pritchard,200777,23,England,Attacking Midfield,AM,3000000.0,Norwich City,England,9400000.0,0
2016,Premier League,Tottenham Hotspur,summer,out,DeAndre Yedlin,255916,23,United States,Right-Back,RB,3000000.0,Newcastle United,England,5900000.0,0
2016,Premier League,Tottenham Hotspur,summer,out,Federico Fazio,45314,29,Argentina,Centre-Back,CB,5000000.0,AS Roma,Italy,1200000.0,1
2016,Premier League,Tottenham Hotspur,summer,out,Nabil Bentaleb,245537,21,Algeria,Defensive Midfield,DM,9000000.0,FC Schalke 04,Germany,0.0,1
2016,Premier League,Tottenham Hotspur,summer,out,Clinton N'Jie,241119,23,Cameroon,Right Winger,RW,10000000.0,Olympique Marseille,France,0.0,1
2016,Premier League,Tottenham Hotspur,winter,out,Tom Carroll,121279,24,England,Central Midfield,CM,5000000.0,Swansea City,England,5200000.0,0
2016,Premier League,Watford FC,summer,in,Isaac Success,295331,20,Nigeria,Centre-Forward,CF,3000000.0,Granada CF,Spain,15000000.0,0
2016,Premier League,Watford FC,summer,in,Roberto Pereyra,112302,25,Argentina,Central Midfield,CM,16000000.0,Juventus FC,Italy,13500000.0,0
2016,Premier League,Watford FC,summer,in,Sven Kums,42735,28,Belgium,Central Midfield,CM,7500000.0,KAA Gent,Belgium,9000000.0,0
2016,Premier League,Watford FC,summer,in,Daryl Janmaat,60744,27,Netherlands,Right-Back,RB,7500000.0,Newcastle United,England,8900000.0,0
2016,Premier League,Watford FC,summer,in,Christian Kabasele,81512,25,Belgium,Centre-Back,CB,6000000.0,KRC Genk,Belgium,6950000.0,0
2016,Premier League,Watford FC,summer,in,Stefano Okaka,35249,27,Italy,Centre-Forward,CF,6500000.0,RSC Anderlecht,Belgium,6000000.0,0
2016,Premier League,Watford FC,summer,in,Younès Kaboul,27114,30,France,Centre-Back,CB,2500000.0,Sunderland AFC,England,4000000.0,0
2016,Premier League,Watford FC,summer,in,Brice Dja Djedje,93690,25,Cote d'Ivoire,Defensive Midfield,DM,3500000.0,Olympique Marseille,France,3600000.0,0
2016,Premier League,Watford FC,summer,in,Uche Agbo,262689,20,Nigeria,Defensive Midfield,DM,,Udinese Calcio,Italy,0.0,0
2016,Premier League,Watford FC,summer,in,Adrian Mariappa,38145,29,Jamaica,Centre-Back,CB,2000000.0,Crystal Palace,England,0.0,0
2016,Premier League,Watford FC,summer,in,Jerome Sinclair,236513,19,England,Centre-Forward,CF,100000.0,Liverpool FC U23,England,0.0,0
2016,Premier League,Watford FC,summer,in,Kenedy,281404,20,Brazil,Left Winger,LW,8000000.0,Chelsea FC,England,0.0,1
2016,Premier League,Watford FC,summer,in,Camilo Zúñiga,37941,30,Colombia,Left Midfield,LM,1000000.0,SSC Napoli,Italy,0.0,1
2016,Premier League,Watford FC,winter,in,Mauro Zárate,26456,29,Argentina,Centre-Forward,CF,2000000.0,ACF Fiorentina,Italy,2750000.0,0
2016,Premier League,Watford FC,winter,in,M'Baye Niang,157501,22,Senegal,Centre-Forward,CF,15000000.0,AC Milan,Italy,750000.0,1
2016,Premier League,Watford FC,winter,in,Cucho Hernández,459463,17,Colombia,Centre-Forward,CF,300000.0,Deportivo Pereira,Colombia,,0
2016,Premier League,Watford FC,winter,in,Valber Huerta,226306,23,Chile,Centre-Back,CB,,Granada CF B,Spain,,0
2016,Premier League,Watford FC,winter,in,Tom Cleverley,73484,27,England,Central Midfield,CM,9000000.0,Everton FC,England,0.0,1
2016,Premier League,Watford FC,summer,out,Matej Vydra,101500,24,Czech Republic,Centre-Forward,CF,5500000.0,Derby County,England,9400000.0,0
2016,Premier League,Watford FC,summer,out,Miguel Layún,58576,28,Mexico,Right-Back,RB,7000000.0,FC Porto,Portugal,6000000.0,0
2016,Premier League,Watford FC,summer,out,Allan Nyom,111508,28,Cameroon,Right-Back,RB,4000000.0,West Bromwich Albion,England,4700000.0,0
2016,Premier League,Watford FC,summer,out,Ikechi Anya,107427,28,Scotland,Left Midfield,LM,3000000.0,Derby County,England,4700000.0,0
2016,Premier League,Watford FC,summer,out,Almen Abdi,9966,29,Switzerland,Central Midfield,CM,3500000.0,Sheffield Wednesday,England,3600000.0,0
2016,Premier League,Watford FC,summer,out,José Manuel Jurado,28261,30,Spain,Attacking Midfield,AM,7000000.0,RCD Espanyol Barcelona,Spain,1200000.0,0
2016,Premier League,Watford FC,summer,out,Luke Simpson,223790,21,England,Goalkeeper,GK,,York City,England,0.0,0
2016,Premier League,Watford FC,summer,out,Essaïd Belkalem,162395,27,Algeria,Centre-Back,CB,1000000.0,US Orléans,France,0.0,0
2016,Premier League,Watford FC,summer,out,Daniel Pudil,35583,30,Czech Republic,Left-Back,LB,1500000.0,Sheffield Wednesday,England,0.0,0
2016,Premier League,Watford FC,summer,out,Sean Murray,148907,22,Ireland,Central Midfield,CM,750000.0,Swindon Town,England,0.0,0
2016,Premier League,Watford FC,summer,out,Gabriele Angella,86793,27,Italy,Centre-Back,CB,2000000.0,Udinese Calcio,Italy,0.0,0
2016,Premier League,Watford FC,summer,out,Uche Ikpeazu,245765,21,Uganda,Centre-Forward,CF,250000.0,Cambridge United,England,0.0,0
2016,Premier League,Watford FC,summer,out,Juanfran Moreno,64411,27,Spain,Right-Back,RB,3500000.0,Deportivo de La Coruña,Spain,0.0,1
2016,Premier League,Watford FC,summer,out,Sven Kums,42735,28,Belgium,Central Midfield,CM,7500000.0,Udinese Calcio,Italy,0.0,1
2016,Premier League,Watford FC,summer,out,Uche Agbo,262689,20,Nigeria,Defensive Midfield,DM,,Granada CF,Spain,0.0,1
2016,Premier League,Watford FC,summer,out,Steven Berghuis,129554,24,Netherlands,Right Winger,RW,4000000.0,Feyenoord Rotterdam,Netherlands,0.0,1
2016,Premier League,Watford FC,summer,out,Tommie Hoban,183161,22,Ireland,Centre-Back,CB,1000000.0,Blackburn Rovers,England,0.0,1
2016,Premier League,Watford FC,summer,out,Mario Suárez,37337,29,Spain,Defensive Midfield,DM,8500000.0,Valencia CF,Spain,0.0,1
2016,Premier League,Watford FC,summer,out,Obbi Oulare,314959,20,Belgium,Centre-Forward,CF,5000000.0,Zulte Waregem,Belgium,0.0,1
2016,Premier League,Watford FC,summer,out,Adalberto Peñaranda,308801,19,Venezuela,Left Winger,LW,3000000.0,Udinese Calcio,Italy,0.0,1
2016,Premier League,Watford FC,summer,out,Joel Ekstrand,69912,27,Sweden,Centre-Back,CB,1000000.0,Without Club,,,0
2016,Premier League,Watford FC,summer,out,Víctor Ibarbo,92141,26,Colombia,Second Striker,SS,8000000.0,AS Roma,Italy,0.0,1
2016,Premier League,Watford FC,winter,out,Odion Ighalo,62121,27,Nigeria,Centre-Forward,CF,12000000.0,Changchun Yatai,China,23300000.0,0
2016,Premier League,Watford FC,winter,out,Adlène Guédioura,74768,31,Algeria,Defensive Midfield,DM,1000000.0,Middlesbrough FC,England,5200000.0,0
2016,Premier League,Watford FC,winter,out,Adalberto Peñaranda,308801,19,Venezuela,Left Winger,LW,4000000.0,Málaga CF,Spain,0.0,1
2016,Premier League,Watford FC,winter,out,Valber Huerta,226306,23,Chile,Centre-Back,CB,,Huachipato FC,Chile,0.0,1
2016,Premier League,Watford FC,winter,out,Obbi Oulare,314959,21,Belgium,Centre-Forward,CF,3000000.0,Willem II Tilburg,Netherlands,0.0,1
2016,Premier League,Watford FC,winter,out,Juan Carlos Paredes,100507,29,Ecuador,Defensive Midfield,DM,2000000.0,Olympiacos Piraeus,Greece,0.0,1
2016,Premier League,Watford FC,winter,out,Jerome Sinclair,236513,20,England,Centre-Forward,CF,1500000.0,Birmingham City,England,0.0,1
2016,Premier League,Watford FC,winter,out,Mathias Ranégie,46477,32,Sweden,Centre-Forward,CF,500000.0,Udinese Calcio,Italy,0.0,1
2016,Premier League,Watford FC,winter,out,Cucho Hernández,459463,17,Colombia,Centre-Forward,CF,300000.0,CD América de Cali,Colombia,0.0,1
2016,Premier League,Watford FC,winter,out,Kenedy,281404,20,Brazil,Left Winger,LW,8000000.0,Chelsea FC,England,0.0,1
2016,Premier League,West Bromwich Albion,summer,in,Nacer Chadli,59631,27,Belgium,Left Winger,LW,13000000.0,Tottenham Hotspur,England,15200000.0,0
2016,Premier League,West Bromwich Albion,summer,in,Matt Phillips,77274,25,Scotland,Right Winger,RW,6000000.0,Queens Park Rangers,England,6500000.0,0
2016,Premier League,West Bromwich Albion,summer,in,Allan Nyom,111508,28,Cameroon,Right-Back,RB,4000000.0,Watford FC,England,4700000.0,0
2016,Premier League,West Bromwich Albion,summer,in,Hal Robson-Kanu,65976,27,Wales,Centre-Forward,CF,2000000.0,Reading FC,England,0.0,0
2016,Premier League,West Bromwich Albion,summer,in,Brendan Galloway,208244,20,Zimbabwe,Centre-Back,CB,3000000.0,Everton FC,England,0.0,1
2016,Premier League,West Bromwich Albion,winter,in,Jake Livermore,61832,27,England,Defensive Midfield,DM,4500000.0,Hull City,England,11500000.0,0
2016,Premier League,West Bromwich Albion,winter,in,Marc Wilson,30456,29,Ireland,Centre-Back,CB,3000000.0,AFC Bournemouth,England,0.0,1
2016,Premier League,West Bromwich Albion,summer,out,James Chester,73482,27,Wales,Centre-Back,CB,6000000.0,Aston Villa,England,9300000.0,0
2016,Premier League,West Bromwich Albion,summer,out,Rickie Lambert,49655,34,England,Centre-Forward,CF,2500000.0,Cardiff City,England,2000000.0,0
2016,Premier League,West Bromwich Albion,summer,out,Cristian Gamboa,121686,26,Costa Rica,Right-Back,RB,1500000.0,Celtic FC,Scotland,1200000.0,0
2016,Premier League,West Bromwich Albion,summer,out,Anders Lindegaard,22491,32,Denmark,Goalkeeper,GK,1500000.0,Preston North End,England,0.0,0
2016,Premier League,West Bromwich Albion,summer,out,Kyle Howkins,261297,20,England,Centre-Back,CB,,Mansfield Town,England,0.0,1
2016,Premier League,West Bromwich Albion,summer,out,Sébastien Pocognoli,17804,29,Belgium,Left-Back,LB,750000.0,Brighton & Hove Albion,England,0.0,1
2016,Premier League,West Bromwich Albion,summer,out,Victor Anichebe,39532,28,Nigeria,Centre-Forward,CF,2000000.0,Without Club,,,0
2016,Premier League,West Bromwich Albion,summer,out,Stéphane Sessègnon,37157,32,Benin,Attacking Midfield,AM,3000000.0,Without Club,,,0
2016,Premier League,West Bromwich Albion,summer,out,Marc Wilson,30456,29,Ireland,Centre-Back,CB,2500000.0,AFC Bournemouth,England,0.0,1
2016,Premier League,West Bromwich Albion,winter,out,Saido Berahino,128897,23,Burundi,Centre-Forward,CF,15000000.0,Stoke City,England,13900000.0,0
2016,Premier League,West Bromwich Albion,winter,out,Craig Gardner,37171,30,England,Central Midfield,CM,3500000.0,Birmingham City,England,575000.0,1
2016,Premier League,West Bromwich Albion,winter,out,Jonas Olsson,25248,34,Sweden,Centre-Back,CB,1500000.0,Djurgårdens IF,Sweden,0.0,0
2016,Premier League,West Bromwich Albion,winter,out,Callum McManaman,61711,25,England,Right Winger,RW,4000000.0,Sheffield Wednesday,England,0.0,1
2016,Premier League,West Bromwich Albion,winter,out,Brendan Galloway,208244,21,Zimbabwe,Centre-Back,CB,3000000.0,Everton FC,England,0.0,1
2016,Premier League,West Ham United,summer,in,André Ayew,45403,26,Ghana,Centre-Forward,CF,18000000.0,Swansea City,England,24100000.0,0
2016,Premier League,West Ham United,summer,in,Manuel Lanzini,135853,23,Argentina,Attacking Midfield,AM,9000000.0,Al-Jazira Club,United Arab Emirates,12000000.0,0
2016,Premier League,West Ham United,summer,in,Arthur Masuaku,181380,22,DR Congo,Left-Back,LB,7000000.0,Olympiacos Piraeus,Greece,7100000.0,0
2016,Premier League,West Ham United,summer,in,Edimilson Fernandes,247555,20,Switzerland,Defensive Midfield,DM,4500000.0,FC Sion,Switzerland,6400000.0,0
2016,Premier League,West Ham United,summer,in,Simone Zaza,96828,25,Italy,Centre-Forward,CF,15000000.0,Juventus FC,Italy,5000000.0,1
2016,Premier League,West Ham United,summer,in,Jonathan Calleri,284727,22,Argentina,Centre-Forward,CF,10000000.0,Club Deportivo Maldonado,Uruguay,4700000.0,1
2016,Premier League,West Ham United,summer,in,Gökhan Töre,82130,24,Türkiye,Right Winger,RW,15000000.0,Besiktas JK,Türkiye,3000000.0,1
2016,Premier League,West Ham United,summer,in,Ashley Fletcher,289846,20,England,Centre-Forward,CF,250000.0,Manchester United U23,England,0.0,0
2016,Premier League,West Ham United,summer,in,Sofiane Feghouli,57162,26,Algeria,Attacking Midfield,AM,15000000.0,Valencia CF,Spain,0.0,0
2016,Premier League,West Ham United,summer,in,Álvaro Arbeloa,28260,33,Spain,Right-Back,RB,2000000.0,Real Madrid,Spain,0.0,0
2016,Premier League,West Ham United,summer,in,Håvard Nordtveit,42234,26,Norway,Defensive Midfield,DM,6000000.0,Borussia Mönchengladbach,Germany,0.0,0
2016,Premier League,West Ham United,winter,in,Robert Snodgrass,22614,29,Scotland,Right Winger,RW,5000000.0,Hull City,England,12000000.0,0
2016,Premier League,West Ham United,winter,in,José Fonte,33829,33,Portugal,Centre-Back,CB,6000000.0,Southampton FC,England,9200000.0,0
2016,Premier League,West Ham United,summer,out,James Tomkins,61592,27,England,Centre-Back,CB,6000000.0,Crystal Palace,England,11700000.0,0
2016,Premier League,West Ham United,summer,out,Stephen Hendrie,186269,21,Scotland,Left-Back,LB,1000000.0,Blackburn Rovers,England,0.0,1
2016,Premier League,West Ham United,summer,out,Josh Cullen,242606,20,Ireland,Central Midfield,CM,250000.0,Bradford City,England,0.0,1
2016,Premier League,West Ham United,summer,out,Reece Burke,264220,19,England,Centre-Back,CB,1000000.0,Wigan Athletic,England,0.0,1
2016,Premier League,West Ham United,summer,out,Doneil Henry,157907,23,Canada,Centre-Back,CB,500000.0,AC Horsens,Denmark,0.0,1
2016,Premier League,West Ham United,summer,out,Enner Valencia,139503,26,Ecuador,Centre-Forward,CF,10000000.0,Everton FC,England,0.0,1
2016,Premier League,West Ham United,summer,out,Joey O'Brien,34672,30,Ireland,Right-Back,RB,,Without Club,,,0
2016,Premier League,West Ham United,summer,out,Diego Poyet,183286,21,Uruguay,Central Midfield,CM,750000.0,Without Club,,,0
2016,Premier League,West Ham United,summer,out,Manuel Lanzini,135853,23,Argentina,Attacking Midfield,AM,9000000.0,Al-Jazira Club,United Arab Emirates,0.0,1
2016,Premier League,West Ham United,summer,out,Emmanuel Emenike,120630,29,Nigeria,Centre-Forward,CF,10000000.0,Fenerbahce,Türkiye,0.0,1
2016,Premier League,West Ham United,summer,out,Alex Song,27394,28,Cameroon,Defensive Midfield,DM,10000000.0,FC Barcelona,Spain,0.0,1
2016,Premier League,West Ham United,winter,out,Dimitri Payet,37647,29,France,Attacking Midfield,AM,30000000.0,Olympique Marseille,France,29300000.0,0
2016,Premier League,West Ham United,winter,out,Jaanai Gordon,207009,21,England,Centre-Forward,CF,,Newport County,England,0.0,1
2016,Premier League,West Ham United,winter,out,Reece Oxford,314295,18,England,Centre-Back,CB,4000000.0,Reading FC,England,0.0,1
2016,Premier League,West Ham United,winter,out,Simone Zaza,96828,25,Italy,Centre-Forward,CF,15000000.0,Juventus FC,Italy,0.0,1
